words,emotion
كثر شيء صدم حلق كلم رستم ابو نظر غرب حرك الل صدم خوف رجف ابو نظر قدم رستم,sadness
اخف مرس روت ذعر رجف اجد خوف جعل جدر طبق ضخم حشر لتل طرف يحش فمي بكر شعر كتم صرخ,fear
مو عرف ذبل بلد الل عرف فين تعب هدء,sadness
نقم سلط كان طلع بقي الا تصل امي يقل خلي عيل حمل لعب نقم سلط,anger
اخف اجه ومل قلب كان اخف احك شوق همل غرب,sadness
قهه شرب عجل عذر عشق هالشهر لذذ اما اذن فجر اذن غرب,sadness
دعا ربه طول عمر كسب صيب شتر اتم لقا وخف منع قرب جبن صرت قتل بني غشم,fear
حال انك فرح دي وحد فرح,joy
يعن هالموسم لعب كقلب دفع لعب حور ظهر واه واضع خوف يكون فور وسم بلش ان شاء الل خلف وقع,sadness
اخف احب احد جرع الم فرق يوم,sadness
شعب غضب شعب قدر شعب قادرالشعب غضب غضب,anger
اعد دهش قبح وسء ادب عنو فقد ربه,anger
سيس وجع راس بنح لمه سنه قدم مو تغر شي حقد كره,sadness
دوخ الل تخل تشف دنا سود لمد ثني ده ذار موت بكر,sadness
عشن هلع ده صلي ونم علش,fear
شعلل مطر خفف برق صعق رعب,fear
روح غير حفظ جرم تفو علك عمل وسخ تمت شر يته,anger
صح رمض كنزاو فرد فرد حبب صومو صحه هنء قبل شاء الل صيم قيم هدا شهر كرم امن يا,joy
خلي حيت غلب ضحك فرح سعد هتم فصل جهل شغل يلي عكر زجك عيش سعد,joy
فتر عزل علق قرب شخص جمع وحد طلع شهر ثني ثلث شهر خوص يعن حزن,sadness
خلص سيب رلم يدي ريه ده عار ليم دين ان يتق الل بلد علش نهي خلف,anger
ليه زعج وفن زعج صور,joy
يرب عيل وسخ مش يحب قرء لقي حجه صور زي علم ده كتب وقع انا الي,anger
صدقاء روح جميلہ عزف نقء وتر وفء لحن عرف تاج حمل فخر فخر شكرام فرح,joy
حلف سقط طير سور سور هيد عدء وضح يعن اي حلف اليوم قدر سقط اي طءر بلد لنف لكل صرف يا امم,anger
حبب قلب طفل يخش فقد قلب عشق يرد غير,joy
علم اده صنع وعي سلح وسل رهب يطر يعن وعي سيك جرم حرب علم ضحك,anger
ودع توت يوم حزن لرو ومل تخل عرش,sadness
يوم بكر ابد عرف اشل همم حلي عرف ضفض شكر بشر الي تبي سعد جد شكر ماحتاج,joy
امن يرب حفظ يحل صثقف اشف مواضيع يتر احس سعد ونا اقر تغريداتك ربي سعد وع قول انس ظرف,joy
تعل لتل ليل وان فرح نثر وجد صبح سده تلق وان قوس قزح ذرف دمع ءلء حفي,joy
طبق يسي صعق كهرباء لنو ودي صعق كثر عرف علن,anger
دكتور انا عرض صدم صرخ شكل هستير بكت عبر غضب زيد اليوم انا احس جسم تعب,sadness
منه فرق وكل درب منه تنس ترا حيل ساك انا خيف ايم ترا حيل قلب اخف اجك شتق تقل بيك,sadness
وجا خمس يلا برح اشف وقع دعا دقق موت وتر قلق رعب,fear
مين يدو جرح,sadness
يا خوف سمح الل تبد عنا جدد ضطر تني فحي يتر عشن ضفض,fear
يرب شوق فاض فقد يلل شوق هد حيل يرب ان شوق ميت ميت خفف هالشوق حنن بري نام رحم رحم حال قلب ضعف توف,sadness
تبص ليه شفق ومل عاطف مش حزن عكس عدي انت الل مش فهم انت الل كءب,sadness
فرح سلم نصر روم فرس جوس,joy
ترد سعد حقا بحث بعد دخل راهيم فقي بين كبرياء حنن زحم فكر,joy
عمر حبت ضغن فرق مش قدر اخب سعد قطع علق قطر بكر قلب,joy
رمض جمع عنف قسه حزن ايش هالدع يا فقر لزم رقب بيت نبه حمل هالبرامج رسءل سلب,anger
اخف طرق سرع قنع انه خطر فضل ارح طرق اشر ارح طرق سرع فوب,fear
عرف شعر هلع رعب قعد امر حين سبب اده حسب وش ذكر وش اخل,fear
متضيعوش خصم زعل كتر حول تخل زعل قلل قدر بسط عشن فضل ذكر حله,joy
وضع تعد رحل خطر في مصر صلح مين كلم ده,anger
يرب انا تعب كءب حله هستير بجد مش طبع ولس دخل محن كمن يرب سعد,sadness
الل سخط بنز عشن حظه حضض يبس بنت خلق الل وخر سنه يرح يحج,anger
ايه بحط كاتشب بيض هحط لرز كرن كمن احدش يقل عمل كلم كمن هحط كاتشب شخص,anger
فكر فيش حجه اسم حظ في حجه اسم قدر يعن لزم قبل حزن علش عرف قيم سعد,sadness
كنت ارك حزن كنت احز لان فشل سعد فكن تهم كبه,sadness
ليل ودع شيء اهو عقل حين احس بحز وين رحت دري وش تقل ما طحت دمع انا طحت رهب ودع,sadness
الل زعل رد فعل غضب خوت سيح سءل يعن هوه انت مابتحسوش لهم حق غضب,sadness
ليه بقي وسط صدر حنن وله اكر اكر,sadness
يين يبغ فهم كيتو عند طرق رره حله تبغ عرف كلم خاص كيتو كيتوجينك رجم عرب ديت ديت رجم,joy
يا دي نيل علا,anger
زعل مابتوصله كرم رطب رعو شعر,sadness
صبح سعد مال نهي,joy
اشل الل لهم سال يرب سخر يشل همي,sadness
طيب خصص شعر اخلص ترك علي قمر عنا فرح رمض حمد قيس,joy
تبع بار رال صرح فرق نخب تقف دقق حدد ولل اليوم خطا جسم,sadness
برك يا اهل شرف رغم ان معا متح مقدرتش شوفش اتش صلح جمع ءمن زكر كنتم تلق هلو فخر,joy
انت خرف رسك علم اليوم يقل تغر علء شرط انت فهم عرب فرس ترك,anger
جه نقذ يلل انت وقف زي طروبش ريح دام,anger
نكد زي روت,sadness
نهد تعب دنا,sadness
جمل افه قلب يحز يحز بصم زرع ورد حيه نهد,sadness
هدء دره علي نجد اضف تلق تعب نسب وصل محب برك امر,joy
بت مش نقص رعب انا ثبح خير لمل الل ورك,anger
مو هدف وما اشه كلم احد انا افهم انا قصد شي شين اني اشف كره وصل لكذ اعد شعر رحم يعن,sadness
خلص بقا يا يدا انا قعد يوم تعب سسا,sadness
احا تكون رحه قلب حس شخص يعن بسط خبط شيء بشع الل جتك خفي كلم قلب رحه حسس لخبط كرب,joy
شتر شوكار يا جمع شوكار فرح قلب ودك خلك بهج,joy
بيد احط سعد كون قلب,joy
مبيستفزنيش عيل بتع ايه ده انت ريض ده انت جمع قلل سهل اوي,anger
لوم يقع حكم علماء نخب شعب يقع لوم بدو حسد عفر اسر خين حمق وعي,anger
شيء جمل جرح يدك لان تصر دلع بيت الل تسي شيء بحج يده جرح,joy
انت ونا وشب وقف ضدن حزن وعن هجر وفن رتب وعد فرق شوق اهي,sadness
صاب كءب لمد اطل نوب هلع ال دمر كءب شكل وصف الا نحر سبب نوب هلع,sadness
حسب الل سبب عءل ذعر وخف,sadness
كوس هيقو مو رشلو حطا سبب ضيع بلن رسه ضعف,sadness
عتب غيب فرق عشق قصيد حب رحو ونا قلب درب ما تاب اغل جد اوجعونيء,sadness
رمض خلق عبد الل صبح بهج بهج حوي تكن الل,joy
حطم انا دخل نزف دمع كثر,sadness
نتج بقي يا جدع ده مافاضلش مصر,anger
ودي فرح يا خلد فرح فرح عيد فرح بدي ولل ان دين عمت جنب مايخيب ظنن امي سلم,joy
تغر صنف خرج غذه كبر خيب امل صرت جمع انو خرج خصء غذه صنف فني,sadness
جعل نهي هال فرح,joy
ربي رزق رحه بال هدء نفس سكن روح طمن قلب يرب وحد علم افي دخل شرح صدر يسر امر خير,joy
الل زعل حوراء انا ذبح,anger
تشر درس سلك بشر حله هلع تصب فقد جلك تشب تصب عرض حدث يود بحا حصل معا ولل,fear
اسا الي شعب سعد علم نبذ مثل شعب لهتافاته حرض ومحاربته شبب حرض قسم مكه ملك,sadness
حست جاز عظم ولل بضل انس سنه قدم ذكر هلش ابتسامتي شرق غرب,joy
قمه سعد ان تكون عصف ذكر اضه مضي سنو وفج تصل رسل غلا وغل رسل شعر سعد غمر قلب فرح سرر,joy
امك لسه دعل ورح كان حلي طول عمر ليك يا بحر حنن فرح انك,joy
انا سمع كده جتل هستير ضحك بنت وسخ ميكروباص فرج علا فضح حمد لله يعن,joy
محد يحس جمد حيه للي دخل عتم للي بدت سحل حلو يمك بلا صحب بطخ,sadness
ورز ليل رمض مره بصت فـ وش صدقاء قريب ناس الـ عمل حبو بـ كدب وقل انا نمي حمق,sadness
يءن حرر غضب عءل حله الل وكل,sadness
فرض تخذ حقك بيد خنث سمي امر بدل بكء,anger
حمس رعب صهي جعل نزل ارض حرذ عاريب زمن سده ءمر حفل,sadness
ولل وحد نقص قول فرقع وحد مش عرف اي هلس كده ولل صبر ارب,anger
انا عرف ان اشع زي وسم وان شاء الل هتن ردو توتر,fear
حتي ربن كرم هدد بحج تخف شوه بصح بكن نست هدد وكن نرفز انم ليه اصل,anger
صوم فطر عيد عصر يره شمس قمر عيد سعد عام بخر,joy
ذهب سعد ردت سود علن حزن حدد حنن,sadness
خيف فكر تدع وحد ظلم سمع ريض دخل شفي صعب قوم فرح شمت ضمر خليكش متع حير,fear
محد فقع قلبو كءب,sadness
زعجتو بـ غريزم لعب عيد خاذل نهء لعب ايب فضل ورت ككو غريزم طلب سعر علي فضي,anger
اول ءك باق رحل تشكل هيء غصه غال سعد جعل يا الل ذكر وجع,sadness
حزن دبل وهم اصبح ضعف اهو جكر يهل قلب حزن فرق نهو كسر يعد وعف اقف ورح فرق حزن,sadness
يا قسم رحل رحل شلن شخبار,sadness
يا سخر سبب رضا سرر جعل قلب زود سعد يطر جعل خير ناس دور رزق صدق خلص خير,joy
يلل فرح عشن مره بسط يرب سعد داي يرب,joy
سلم برك رعب ناس كوت وكي يخش سحب جنس كوت,sadness
انت خيف خسر خيف رعب حمر عرفش ان خسر اهن كتر خوف,sadness
فار حلو اوي اوي دلع بهج ربن يدم فرح وضح,joy
زعج عمر مو طبع جني قعد بحض,anger
طفش ملل زهق هم روت خرا كدر لاشغلهولاعمله,sadness
ولي قهر كلم حجز يعن صدق انو سعد اقل حرم بلد الي كبر وخل حرم فظك رحل هند لسط طلب,anger
صيب حين ناس صدق انه سحر لان كانت ذعر سحر اخر زمن يصر طلسم كتب,anger
تخل قيل دخل خبر ثني زين ذبح,anger
