words,emotion
جرعه ثالثه لا بوك لابو الي جابك انت ماشفتني يوم اخذت الجرعه الثانيه جلستنا اربع ايام ونا في سكرات الموت قسمن بمن احل القسم ان كلامي هذا صحيح لو يفرضون علي جرعه ثالثه لانتحر تراها عاد؟؟,anger
هذا لو كان الرمان خالي من الاضافات الكيماويه من سماد وغيره فكل فاكهه خلقها الله مفيدة لنا كطعام وعلاج لكن يد الإنسان عبثت بها ولم تتركها طبيعيه كما خلقها الله لنا !,anger
هذي ليست نصائح بل تخويف,anger
مجرد تسويق وستغلال الناس من المرض ودفعهم لشراء ادويتهم فالتخويف جريمة استغلال وضحيه,anger
وسايل الاعلام والمستفيديين مايبون علاج مبسوطين على هالوضع,anger
الله لا يعطيهم عافيه مو معروف ان بعض المتعافين اصيبو مره ثانيه فلما استغباء الناس واداخالهم بتجارب فاشله ومميته,anger
ماعندهم الا سحب المال وتنظيف الجيوب مانبية و متوكلين على الحي الذي لايموت بدون اختراعات فاشلة,anger
اللي صايرعندنا شي غير طبيعي ويقتل ام المناعه والنفسيه وهي كثره مايحرر علئ الناس من مخالفات كرهتونا بعيشتنا وقرفتونا لن تجدي معنا اي لقاحات لقاحنا الوحيد ان تخافو الله فينا,anger
خربط مريط كذابين .؟ هذا كلها أعراض أمراض البرد اللي نعرفها لو إنكم صادقين كان صنعتم علاج لهاذا المرض,anger
قلت لك انت جاهل بالدين والعلم وفن المحاورة ولا تجيد شيء سوى أنك نائحة مستأجرة تهذي بمالا تفقه وتجادل في امور تدل على ضحالتك الفكرية والاجتماعية وتلهث وراء الفساد كالجرذ الذي يعيش في القذاورات,anger
الإنسان الذي يتجاهل لبس الكمام أو ينتقص من قدرتها على حمايته من المرض هو إنسان جاهل بل أحمق وغبي أما من يعرف أنه مصاب بالكوفيد-19 ولا يلبس الكمام فهو مجرم وشرير ويجب محاكمته وسجنه 10 سنوات,anger
الحين يجيك واحد احول مريض نفسي ويقول هذا الدواء يسبب العقم العلماء تشتغل وتبحث عن الدواء إلى يخلص العالم من المرض وهذا جالس ع الرصيف وقاعد يفتي الجاهل جاهل حتى لو لبس ثوب من ذهب,anger
تاخذه وانت كلب انت وغيرك وراح تشوف انشالله وش حضرتك انت والحمير الي مثلك ماتخذون القاح همج,anger
بأي يحق كل يوم تهددونا المرور من جهه والتعليم والصحه والبلديات… وجع,anger
تم الاتصال بي صباح اليوم في المنطقة الجنوبية وتم حجز موعد وذهبت. قسم بالله تعبت تعبب لا يعلمه الا الله ألم شديد وصداع رهيب. والمسحه الخبيثه طويله والممرض غير سعودي وشكله حمار . لم يكتفى بربع المسافه ولا النصف شعرت بألم فضيع. وأخرجها من الانف جهة اليمين وادخلها في الجهه اليسرى ونفس الالم والصداع والوجع. ولم استطع اكمال صيام يومي وفطرت من شدة الالم والصداع. حسبي الله عليه شكله كان جزار.,anger
الشعب مو مهتم بهذا الوباء مستهزين الأمر خليكم في بيتكم وجع يوجعكم,anger
شسالفه كل يوم حالات والمشكله كلهم من برا المملكة طيب ليه تخلونهم يجون ياخي مشكلة كل يوم العدد يزيد تعبت نفسيتنا كل يوم يطلعون ناس جدد,anger
والله العظيم فيه ناس ماتعرف الحجر ولاتتقيد بتعليمات وزارة الصحه فيما يخص هذا الامر.. هذولا هم اللي اخر الحظر.. رساله لهؤلاء المستهترين : يا اخوان في دولة تدفع مليارات وفيه رجال امن تفطر في الشارع عشان صحتك وانت مستهتر ماتجلس في بيتك.. اغلب الحريم ياخذون عيالهم ويسيرون عند جيرانهم في الحارة وهذي النتايج.. خافوا الله واسمعوا واستجيبو للاوامر.. الدولة تقدم مالديها من امكانيات عشان نبقا بخير وصحة وسلامه.. تعاونو معها واجلسوا في بيوتكم..,anger
الاغبياء يرحون يتجمعون بالسوبر ماركت وبسوق الخضرا خايف على بطونهم من الجوع ومهب خايفين من كورونا قعدو في البيوت جعلكم للريح,anger
صرلي اسبوع مريضة بكورونا كتير تعبت مفاصلي حاسستن مكسورين الله ينتقم من اللي كان السبب بنشر الفيروس,anger
وجع,anger
التسجيل على هذي المنظومة جداً صعب حاولت طلعت روحي وانا احاول برنامجهم معلق يقولي خطأ وانا كل يوم احاول ومتأكدة انها صح وهو فيه واجبات وكذا وكل صديقاتي دخلوا خلاص تعبت كل يوم احاول وغير كذا ناس مامعهم جوالات ولانت كيف بيدخلون ؟؟,anger
تعليق ٢ ماذا تريد بالضبط كل الأعلام حولك والعالم امامك وتطلب منا نحن النصيحه لماذا اتوقع لك مآرب اخرى الجميع يمتلكون عقولا وهي التي تقودهم للصواب وعليهم تحمل نتائج الاختيار وانت كذلك,anger
مبدع رائع ياناصر واقول للي ينتقدوه عندك ٦٠٠٠٠٠ قناه غير مسلسل ناصر ليه تتفرج عليه هههههههههه مع نفسكم,anger
ناس همج يحرقون الجثث كمايفعل الهندوس,anger
علقوا الدراسة م نبي غير كذا ، الكل خايف ووده يرتاح ويقعد ف بيته مع اهله بعيد عن التشتيت,anger
يجب فرض أشد العقوبات على الصبن اقتصاديا وعسكريا لتسببها بانتشار هذا الوباء وبشكل متعمد,anger
ملينا من الحضر 24 ساعه بيت دوام المفروض يختبرون يرفعون الحضر اذا ارتفع عدد الوفيات سبب كرونا يحضرون من ثانيه,anger
صح النوم بدري ياوزارة التعليم لو نزلتوا هذا القرار يوم الاختبار في الصباح حسبي الله عليكم,anger
متى الابتدائي يرجعون حضوري خلاص زهقنا أصبح يومنا مشلول بسبب وقت الدوام و عدم حماس و جدية الولد للدراسه فقط يحضر و لا يعلم شي بسبب بيئة المكان,anger
الى تعليق 2ياكذاب انت معلم عارف الشي هذا التعليم عن بعد الطالب مو فاهم شي قبل الاختبار يحلون من قروبات واتساب انت في الحصه تجلس تقرا تخلصها الدراسه حضوري اهم شي,anger
ضاع اليوم كله على الجميع بطريقة يبدا من الساعة ٣ الى ٧ خلوها حضوري الصباح وخلصنا,anger
باقي أسبوع والنَّاس ماهي عارفة حضوري أوعن بعد .وهذا خطأ تتحمله الوزارة في المقام الاول,anger
الى غير معروف راح نضغطك ضغط في كل خبر عن التعليم عشان تنقهر زيادة والدراسه حضوري,anger
موتو بغيضكم ي الحساد المعلمون في راحه عن بعد او حضوري,anger
العام كان فيه ناس في تويتر من برا المملكة يطالبون بالدراسة حضوري وكشفوهم السعوديين الابطال كان منهم واحد من العراق كان عامل هاشتاق اشتقنا للمدرسة ترا وكان واضع شعار بما معناه الانتقام من قتلة الحسين.,anger
الي يعلق ويلزم ويبي الدراسة حضوري ، انت وش محرق رزك ؟ لا انت عندك اطفال ولا انت معلم ولا لك علاقة بوزارة الصحة او التعليم ، وش تبي انت بالضبط ، حسد في كل شي ؟! لا حول ولا قوة الا بالله العظيم,anger
الي مسوي يتفلسف يقول عيالي ماراح يحضرون حضوري خليه يتلزم بالاحترازءت وياخذ اللقاح مايجيه شي باذن الله اذا صدر القرار غصبن عنك تخليه يداوم حضوري ولا فيه حقوق الإنسان راح تمشي القرار من فوق خشمك,anger
شفت كيف صدتك طلعت معلم فاشل ماتبي القرار هذا عشان تبي السفر بس راحت عليك تداوم حضوري تاخذ بدل نقل على ايش لك سنتين ماداومت في المدرسه انتهى زمن الدلع,anger
ليش اللف والدوران الدراسه حضوري المعلمين والمعلمات لازم ياخذون اللقاح اجباري الموظفين في القطاع الخاص والحكومين والعسكر كل يوم يداومون يعني المدرس والمدرسة على رأسهم ريشه مايداوم حضوري,anger
المنصه ثقيله والانتر نت تعبان والطلاب والمعلمين في دهشه ***,anger
وفيه ناس في تويتر من خارج المملكة يطالبون بالدراسة حضوري قبحهم الله قسم بالله وجاب خبرهم واحد سعودي وطلعو من العراق كان اسم الهاشتاق اشتقنا للمدرسة ترا كشفو الشباب حشابة طلع رافضي,anger
انتم مصدقين تره عن بعد شوف الي يبي حضوري تره ورع ابن ورع يبي يطقع في المكيفات الي يبي حضوري تره طفل 🍼 معليكم ‏تراهم ‏أطفال متوسط ‏مع تحيات وزارة التعليم🥺,anger
